jid,lid
1872,343
19668,268
35702,133
15287,123
20540,197
8735,83
25108,168
1145,14
24295,65
12323,3
25891,25
327,321
20404,309
8205,268
10486,331
4163,343
12429,429
33576,331
19531,155
12564,65
32755,367
14556,25
13556,96
32565,243
29296,268
35994,133
16847,52
19832,268
2182,168
1497,65
8503,83
30170,243
33527,65
33907,286
35915,25
3093,25
6166,88
35519,25
17437,268
6504,83
9561,367
22064,65
18707,243
21668,65
24056,25
17397,88
29312,370
28668,268
1932,343
30965,110
20996,197
19044,13
15398,88
33295,65
21086,90
15736,83
10548,404
17205,268
18077,197
2094,297
12832,14
21772,14
9623,90
14884,25
20954,321
4273,83
5742,268
8419,331
9442,429
20956,367
5548,402
33459,65
26833,268
33839,286
30679,254
1422,25
33056,25
8995,90
7890,367
7494,367
27131,83
30584,367
22117,25
29123,43
24794,88
10702,66
29367,403
29422,110
15330,88
25817,186
3511,268
26560,267
9535,219
33695,133
9042,286
28061,367
31356,65
31752,65
33744,25
11529,225
1190,25
17167,110
4643,309
6864,321
36363,83
4205,83
3809,83
17653,3
24562,88
13139,268
17903,151
24424,154
20442,280
24616,324
28353,367
8034,65
33512,25
4159,88
3763,88
25055,371
24766,268
8773,404
21120,343
17286,367
16890,367
28070,429
31518,369
6392,110
1240,88
2498,83
12470,267
20001,133
20400,404
6482,3
5427,367
28517,367
26712,233
19654,25
22331,88
31228,14
4645,331
27339,331
26122,367
2842,243
10392,159
29638,219
8191,25
31677,25
11947,118
9371,107
33521,87
34354,88
17621,414
13595,268
27299,151
21225,113
14659,367
32642,118
19818,25
8302,14
2132,268
8830,133
33766,268
7030,343
16424,321
22833,83
5436,429
15202,13
22827,268
31049,25
1696,88
1500,176
25316,280
13363,268
12967,268
15644,331
29400,404
28051,321
2034,83
27454,65
25753,254
9091,66
33246,390
16716,321
1504,268
33930,268
7872,29
2964,367
27505,3
8652,369
14686,254
5350,254
27017,414
15897,403
22595,268
31931,268
25272,331
20602,83
12291,254
27511,168
31495,88
20031,267
3355,373
22650,325
17879,25
14978,254
17751,25
6235,14
31699,268
12115,186
5544,96
11187,325
35545,254
20364,268
2832,197
12360,367
3420,367
26983,25
18043,25
15467,14
9586,371
18196,267
18483,297
1025,367
24511,367
11916,326
12351,254
33657,243
3796,65
23591,367
27282,65
6580,25
17364,87
29274,25
11538,151
35841,373
9199,83
25283,65
23939,326
33994,13
29952,88
2536,404
9750,371
9065,268
31759,268
997,197
27774,123
10129,367
1189,367
24279,367
15812,25
16252,297
35605,254
35510,394
22280,367
1141,326
10516,254
25340,168
2737,286
12816,367
25051,65
4349,25
7026,88
6630,88
7406,309
24142,254
18256,267
18297,268
29720,88
35126,404
12034,331
17383,113
22393,429
5187,343
22052,136
855,90
22830,403
35218,343
27554,133
2998,219
20983,43
36147,25
6794,88
25027,14
29884,88
23378,393
12825,429
27013,159
7415,371
7126,268
9423,110
22439,373
6602,268
28223,83
34986,343
31152,367
22212,367
16026,88
21430,331
33878,322
25323,133
12926,107
15582,47
2282,25
18259,110
23760,286
33916,25
16230,268
9967,331
9571,331
27991,83
8354,367
7481,213
12297,286
12641,96
6796,110
7572,331
21328,404
13117,25
36603,25
725,343
10246,96
34208,25
2050,25
9087,110
15998,268
9735,331
35442,343
28155,83
8518,367
20753,65
24946,159
30092,336
14643,370
19448,254
16086,88
12065,286
4663,268
19976,373
8363,429
29213,367
17845,254
9290,65
14207,190
8665,13
34372,25
7985,254
33976,25
32632,286
16290,268
23384,133
14693,83
8810,367
21394,219
35298,190
25714,88
14015,370
4827,268
23587,88
29908,3
11446,25
28595,331
21748,343
10283,297
12504,309
29240,254
25878,88
30888,404
738,123
26130,309
35156,83
10285,343
15519,367
29145,367
8766,14
27146,367
15382,254
30253,14
17682,367
31089,286
25588,110
32305,25
7566,404
16900,331
16504,331
15683,367
16342,3
28267,219
21808,370
557,88
23647,88
36819,110
27879,110
14959,309
2364,268
19193,404
32548,133
13494,243
26914,367
30021,14
365,268
7371,286
13832,238
23851,268
16416,110
15053,321
6113,321
18064,260
21085,133
32879,88
18162,14
12388,268
11992,268
31345,225
17969,373
24149,83
31000,190
13262,243
9275,25
11952,88
32559,268
6902,373
6506,373
29744,271
11894,83
15743,367
28475,117
4659,13
4263,13
7276,25
10729,309
7716,297
23425,402
24493,243
30366,25
29842,25
33295,309
24355,309
10291,83
11760,268
27073,373
34998,166
16851,14
33253,83
34464,232
27843,25
6991,14
13426,243
21184,88
3498,331
21046,154
26684,39
297,268
25371,367
15112,96
36853,13
4468,14
9721,88
781,88
36457,13
24461,331
5395,404
27761,373
14729,331
10059,83
19018,133
25559,14
34174,254
25619,65
16283,65
17455,286
589,268
7287,133
3266,331
5883,343
12206,331
6714,271
33015,268
2445,367
9143,232
25139,367
36749,13
5216,65
491,110
1267,331
15023,404
15419,404
9885,88
20508,47
5783,112
30620,268
19687,83
4090,219
28250,133
24796,378
5214,369
7886,88
8662,309
3560,404
13917,429
16440,25
19893,309
14700,286
29078,113
21788,336
11144,254
17801,118
22431,213
3365,286
36135,96
21746,110
22126,331
27671,25
30744,88
19321,268
9985,268
21212,176
24076,65
23680,65
77,254
551,110
32977,110
2884,363
33753,331
28687,83
1199,331
30552,268
31820,197
18196,243
12993,286
4209,45
7946,88
28801,370
29238,371
18837,47
34926,373
22290,331
16352,154
1150,65
1926,286
23784,14
11609,367
8684,202
24180,14
6595,309
19177,88
9655,110
13444,343
8094,336
9214,367
32700,367
16702,159
13157,286
23895,3
35075,65
15870,6
35908,66
35811,133
25071,343
2476,322
34157,168
16992,83
8052,83
20841,367
9757,13
6111,88
137,254
10343,110
766,425
33815,404
5618,155
28677,88
6449,83
15012,133
13608,343
23610,369
24785,107
25165,328
21956,404
17594,309
29545,248
28485,268
10090,14
20609,367
10301,234
15991,309
35232,25
26486,268
22590,168
18610,367
3008,159
24293,25
9805,3
29311,202
24605,297
5687,268
5291,268
10981,343
22120,404
9327,378
10791,219
17448,83
30237,367
27067,371
26382,268
35000,25
19991,331
14925,83
33397,25
12545,14
22321,286
9336,90
14919,268
7880,110
31352,404
31748,404
10546,14
30005,367
21538,25
12202,25
3456,268
22957,123
29619,331
31840,343
1086,133
8956,219
25236,113
33689,25
30392,254
21837,65
17508,110
739,25
343,25
36222,309
15083,268
17760,331
16351,197
34628,395
35784,83
14301,232
17702,326
18817,13
300,328
36859,371
7982,363
20048,60
982,133
20053,404
29387,331
32004,343
31806,358
20615,107
27774,367
10367,25
33457,25
1621,268
21941,14
35738,88
6577,321
33263,159
1581,88
24671,88
12852,268
20345,404
13724,197
32392,51
5372,367
28066,367
16211,136
8083,14
7747,65
26849,403
19075,25
10135,25
6871,394
16205,321
25164,371
8882,404
26760,331
6493,219
29275,66
4839,254
28213,13
4550,151
15386,403
28853,373
6105,110
15821,331
11151,83
23451,176
18993,373
36106,268
16899,136
24777,83
22440,88
8775,133
27054,404
7530,373
14321,429
29343,358
25358,213
16767,367
7904,25
24277,110
15589,331
32889,52
34405,83
35318,13
17768,117
17828,168
11658,422
3874,110
21812,88
10785,268
34560,371
2321,197
33429,25
6949,219
1011,42
17532,25
5620,14
6076,65
6852,286
29106,14
1351,110
2127,331
18370,343
27891,96
6069,25
26583,14
25862,254
15499,414
19580,267
31440,88
12978,110
32612,309
3642,110
9373,186
12141,367
14777,429
20501,88
2677,367
2039,110
24113,402
31644,268
1895,331
1074,367
16137,297
35839,408
32128,88
29557,421
32380,309
10845,268
22072,176
12113,197
8852,83
36248,369
24936,65
1221,13
34999,367
24311,13
26532,25
4278,297
18034,370
23235,254
26928,25
1752,403
32616,27
34425,280
11861,326
23344,197
25713,107
23932,367
9582,309
29413,268
3756,373
20077,268
20473,268
23150,331
18480,83
14011,91
17707,133
21537,367
7055,190
33543,13
24644,14
2013,336
7362,118
9010,268
11687,331
11291,331
31704,268
27719,123
1767,280
1134,367
13241,65
32002,110
18686,309
8574,88
15081,385
29181,268
4644,404
22522,331
33064,136
5703,159
12896,3
14505,225
1129,373
11203,110
18242,268
26464,25
504,321
27883,123
6389,83
10238,367
24861,25
13345,14
21168,254
30554,371
6342,267
9456,331
10479,429
18016,83
34040,14
35220,96
34480,286
29375,110
6739,88
3819,267
16362,118
18010,268
21083,331
10971,110
22244,363
23739,271
6681,83
1667,25
13637,14
22637,65
27830,88
5899,47
4682,83
9508,90
32650,280
32314,331
27248,83
30701,367
21761,367
13690,25
10718,14
15971,88
16367,88
33767,13
34644,286
30315,331
36256,25
2082,425
10296,321
35860,25
21135,90
15932,133
20851,331
10298,367
1831,25
31249,357
27202,88
9518,404
15779,268
16175,268
18852,331
21131,321
14997,232
13458,25
10882,14
13062,25
36553,369
33576,14
4316,268
27802,268
33096,343
5188,197
23421,123
32700,343
32510,219
19530,367
383,286
32757,96
19144,331
34025,25
4276,88
7669,321
9964,90
5010,83
17310,176
31157,367
2277,88
20174,65
21294,96
13226,25
27570,268
34664,133
23528,343
28442,197
8803,408
9959,96
14152,190
11227,25
11667,297
28532,90
28248,331
21925,343
21529,343
31548,373
5216,309
30923,321
16107,268
30675,219
20466,65
23955,6
19557,254
16195,88
21114,286
22611,267
7449,331
7053,331
24314,124
30539,331
2377,268
34085,25
14448,309
33842,267
19016,280
6077,429
27620,331
17463,367
29698,65
29906,14
32086,25
28500,151
29129,322
13876,268
3071,83
13480,268
36570,268
17704,429
6000,367
3075,202
29090,367
9792,117
5898,90
11481,268
34571,268
30925,343
171,133
23638,83
25107,268
25729,22
17231,367
29862,65
5863,254
31854,25
23504,268
25591,88
16069,110
10183,123
19462,343
29481,373
2596,325
9690,190
3239,202
19175,286
20391,25
8187,394
2705,268
34735,268
17622,373
34339,268
6345,378
16400,65
35799,367
19176,107
7712,286
310,268
23796,268
25697,110
8928,25
26473,331
27694,414
33707,176
5661,96
35033,83
6533,25
26287,326
30019,25
4502,110
2561,115
22244,176
7767,343
7371,343
36487,367
16108,14
3933,367
13207,243
27023,367
31572,288
9220,25
27554,3
474,268
3435,90
3151,331
16511,404
21175,83
19394,343
14628,387
12864,254
3827,321
20645,268
32802,83
13165,367
23619,325
32796,268
35473,331
242,268
32272,268
26009,331
2361,3
1306,367
15456,367
28584,117
15072,404
920,331
36021,321
26437,219
16767,343
9474,268
32960,268
34806,403
28975,123
24162,321
7481,83
1598,367
19294,88
31250,371
4577,14
6757,25
27799,133
23382,331
3162,65
10168,83
22957,367
589,325
25728,65
30525,88
19102,268
21779,331
12839,331
7297,154
2104,131
30001,88
33790,321
9638,268
9242,268
5992,343
35405,331
33600,197
207,408
25325,25
16390,369
22028,254
2293,3
33406,331
7847,190
21295,110
28012,25
27616,25
19266,268
12607,331
24659,322
31316,186
31027,83
25617,25
31563,63
25093,25
16153,25
20291,412
26325,297
27445,328
33174,331
32778,331
34197,429
11537,13
17227,88
10857,254
12414,286
36720,25
7367,88
19719,371
33998,219
33602,219
20622,367
32198,429
21153,3
36029,107
34721,25
25385,25
28062,88
1042,404
19712,331
6102,83
7571,268
9792,280
28796,83
12469,343
20735,429
32249,367
13011,168
17909,243
21269,336
34832,14
34436,14
28266,268
29138,197
9059,136
71,65
19228,110
20004,331
33760,404
23369,14
16803,268
22532,271
22303,219
12034,14
23990,297
4944,268
21336,403
1694,343
2702,133
26565,83
32938,188
1196,66
32130,429
571,14
14764,88
631,65
17780,371
26431,268
10834,404
23762,66
35177,25
31783,321
5638,83
17589,22
9091,367
21326,65
228,25
20417,254
7533,110
19924,321
26333,83
17546,325
9467,65
11855,25
14279,396
14870,83
18719,367
29899,429
21430,14
31206,286
31550,96
31297,404
5400,268
17879,326
3407,83
6860,367
19444,219
21483,25
32661,14
34619,390
26491,268
12019,25
28772,331
8753,321
34517,113
22321,343
8317,168
7572,14
7632,65
6611,13
12301,88
17989,90
7538,403
6626,321
35729,83
31551,297
35343,47
29066,404
5198,110
21251,25
24308,309
28876,280
32957,133
21878,123
1176,83
27719,367
18779,367
14687,325
10312,25
28490,244
8916,96
8176,286
15666,151
16254,321
32878,25
6918,321
13327,83
14796,268
23736,268
12803,83
12407,83
30879,25
33936,309
11589,390
19803,286
35111,47
25529,18
29230,404
33022,154
27089,321
1468,83
3333,268
4205,197
8713,117
17424,65
27883,367
22869,309
22473,309
1334,268
938,268
7647,322
24424,268
27101,331
33364,268
7685,25
31176,369
9261,107
28655,65
16024,367
33452,88
23930,110
898,88
32928,88
36717,321
27878,373
18938,373
35655,268
1236,83
12905,336
14025,367
9314,118
19708,25
25747,254
16796,65
3131,110
18788,25
24192,268
22199,83
6977,96
24136,336
25256,367
5669,14
7453,25
10526,88
5080,373
21797,268
14758,110
2803,429
17627,343
34583,254
25643,254
36159,336
17525,66
11415,371
19080,25
25119,254
10730,268
10334,268
25647,373
33424,268
17081,25
25420,367
13940,13
7617,25
10690,88
4165,343
35865,239
35656,65
14481,367
11941,13
8691,88
2717,254
28708,25
26192,65
13983,90
10498,268
16811,322
8256,133
26931,404
24193,65
26185,25
14628,13
14232,13
33618,110
20698,309
8499,268
11895,18
15596,404
22125,268
12199,429
19864,83
32560,176
36633,168
22601,197
35820,65
14249,367
5782,25
28872,25
6222,297
32325,309
20126,268
35439,373
22803,331
16084,343
8797,83
21190,367
22745,326
25133,286
11072,331
20086,88
8267,268
2288,90
1892,90
6421,133
24700,404
6856,61
27711,343
31646,371
787,367
7881,232
32817,367
35924,14
22319,110
36327,404
31655,83
12018,367
23594,429
6080,190
12945,3
29318,88
11916,90
35639,3
34326,331
35487,363
34198,331
15707,369
12790,65
32585,367
12165,13
17855,88
35692,14
8519,88
28314,390
28689,267
23147,90
31803,331
2885,322
30144,22
21250,367
35873,25
27430,77
3319,25
5996,88
26013,25
20624,90
9199,197
6334,83
32877,367
24410,25
12954,65
9005,331
14946,25
1622,363
21412,321
22237,404
11244,168
35165,96
12947,25
3611,25
36037,25
1491,65
1871,286
26895,268
17955,268
15090,154
25981,113
22126,14
1088,25
17915,88
7901,402
6492,268
15432,268
29582,268
7556,367
30646,367
13239,25
10723,65
11103,286
33417,65
12715,25
20148,110
27059,268
2162,61
31189,13
4057,88
22290,14
18401,331
8289,110
4705,309
24342,25
30810,367
13007,25
24962,83
12813,159
18759,197
15438,32
21128,107
30366,326
32267,168
6711,325
35379,159
33970,25
33574,25
3825,88
22058,14
15492,268
17393,110
21240,321
11718,343
20643,65
29544,110
12775,25
15452,88
4425,268
36455,268
27119,268
34213,133
29634,3
382,118
11172,25
31686,14
31290,14
36543,88
35046,107
9523,404
33738,25
33146,113
36795,309
17116,367
7780,367
15686,110
22403,25
34020,88
36747,268
7394,331
6998,331
4193,268
14628,176
16583,254
25969,371
8892,133
25284,268
26693,402
27565,331
28588,429
32031,25
7201,286
34312,88
29895,286
6180,234
5547,321
36515,268
20918,404
24943,325
6476,3
22849,88
34136,47
36417,110
1566,268
4973,207
24656,268
25924,197
22663,83
26116,367
8709,25
6133,14
5940,373
31605,159
32725,190
20336,25
17760,14
11590,268
11194,268
8952,133
12462,197
3126,197
28021,331
10282,159
11154,88
31720,267
31324,267
22821,268
12117,135
24281,367
3577,254
7658,107
4738,286
12567,371
11882,268
18153,66
13387,110
4639,280
27395,404
34052,268
34883,196
26569,96
17233,96
15488,13
18105,25
7425,286
26470,90
2700,331
4119,429
9447,88
6246,25
9319,88
32409,88
32789,309
4592,60
26567,373
2852,321
14139,280
24686,429
1630,13
9940,371
3646,367
21860,243
34246,110
23566,371
31780,267
34894,331
1059,197
21284,83
2306,3
1251,367
24341,367
36784,14
23955,331
3104,168
35968,367
36441,25
22360,192
27501,25
30178,88
17547,390
14713,343
32381,268
22489,13
24505,367
18715,88
30234,370
21731,371
3250,343
35963,373
7380,88
34217,65
27269,25
24693,14
30342,88
12148,90
16281,133
24500,373
34954,331
33149,197
10647,367
22369,254
13033,254
7188,268
30674,268
15806,25
16642,297
14157,404
34374,429
28840,113
22274,367
4867,25
14643,297
24326,378
24985,14
22172,90
18815,268
26445,113
24664,373
5705,343
22986,14
11866,3
10811,367
1948,25
25434,25
25038,25
28887,309
18775,88
22665,373
10029,331
13201,373
3182,343
10656,429
31506,367
11523,14
16776,88
32433,3
12307,96
35449,286
28047,268
12546,112
14015,297
34089,14
36269,25
10806,373
18583,268
18979,268
24273,343
35412,404
2636,25
60,14
4917,88
20574,3
28007,88
25202,25
12810,343
28741,83
30210,268
31670,367
5806,371
17320,309
4684,267
21554,404
28211,268
13343,25
30492,331
17278,83
33127,168
33958,96
36138,107
11344,25
34830,25
2008,25
664,286
27775,88
10091,404
34874,297
8156,197
26709,293
29534,254
22971,25
16708,88
7902,280
4889,268
11262,373
1243,343
10637,321
33419,168
6683,243
20103,367
21808,297
14313,88
1682,390
9120,65
26228,370
34202,25
31728,321
14651,83
16120,268
16516,268
6645,136
5187,83
22016,219
8640,367
173,25
29982,13
23263,25
22739,25
2068,52
5053,268
13207,113
28143,268
23265,71
18748,65
25754,83
29207,367
11404,25
14477,88
8503,254
3054,268
2221,267
2658,268
14081,88
25748,268
28821,331
32121,373
33902,113
35134,385
6788,13
30375,65
35172,88
32367,25
20851,14
23031,25
25116,176
16962,331
28973,321
29895,367
23709,88
17735,254
3346,268
19779,404
27941,110
14245,88
2822,268
13653,176
580,133
14625,309
25516,268
25912,268
15645,136
31206,343
34811,267
9970,369
19345,297
30479,14
32659,25
36112,309
23913,268
8316,404
20267,343
19871,343
13269,186
14053,268
28043,13
4273,254
3120,83
6573,367
20800,25
19148,133
3114,268
35540,268
27268,367
7681,14
7741,65
12538,88
25710,110
32427,25
591,268
28975,343
4097,186
16201,367
35595,325
30829,369
23641,88
34912,268
33159,324
1285,83
17658,168
4342,367
16577,65
883,268
32913,268
33309,268
29267,343
23845,268
23449,268
12516,83
15620,213
15969,367
30196,25
21450,268
12510,268
12114,268
8129,123
17077,14
21934,88
3472,110
3076,110
12470,88
33473,268
33077,268
24137,268
26814,331
15735,321
25597,367
1137,161
24815,331
10374,155
33417,309
3279,65
17718,168
14134,367
5271,25
28361,25
21702,88
31418,309
10279,268
32593,47
4016,331
1877,321
9714,267
31665,186
35858,280
23349,13
1926,213
1879,367
24969,367
29097,66
5382,14
10239,88
29638,390
30846,268
5189,373
21510,268
21906,268
31242,268
3860,168
183,176
4316,219
26426,168
13902,367
16082,378
25512,13
8492,309
19189,25
31582,309
20878,176
33137,268
3784,331
8054,83
15010,14
17190,25
19471,88
4274,343
15017,404
26968,343
17293,123
25710,378
30228,232
26866,66
3151,14
8404,88
15107,297
8784,309
25804,13
31098,88
27305,113
6261,309
28575,88
19239,88
23372,131
26049,194
1553,331
29309,83
35473,14
1992,378
7184,176
12349,403
3846,404
19443,268
13180,331
25133,343
35152,373
35876,404
20903,367
11963,367
11567,367
879,13
26586,25
24010,14
23674,65
16483,267
7980,268
29601,83
8508,387
5693,390
9003,366
104,367
19498,325
34770,429
14732,369
35637,14
635,3
5981,268
35241,14
22414,404
29071,268
21003,197
26701,133
26305,133
24901,343
20479,197
22122,3
33302,65
3264,25
26354,25
17856,370
26359,369
24702,133
2011,404
34041,404
23585,373
5883,83
14842,133
18672,367
21058,254
28839,268
25193,343
30695,367
21359,367
33943,219
33406,14
20861,90
19801,110
35458,25
35062,25
17376,268
1033,25
7122,371
17860,88
6437,268
1908,225
18054,331
8718,331
31032,110
31810,404
18112,309
4048,83
22564,297
21127,367
8928,326
1144,14
14941,88
10920,286
15717,309
24234,14
25832,47
27004,268
33174,14
20345,331
33702,133
34010,286
32356,321
30704,429
24193,390
24727,297
27344,309
6205,268
5809,268
11499,343
31974,404
6681,197
20249,219
13790,370
13394,370
19712,14
21892,25
3810,268
12428,25
33338,14
35671,267
16505,136
22730,343
33519,25
13882,309
11213,107
24625,370
24773,268
6447,151
15437,268
14814,289
30750,373
27508,309
8986,280
36252,370
3974,268
36400,268
18662,321
18266,321
25071,83
5244,243
10197,25
12874,88
